EmployeeNumber,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany
1271,34,No,Sales,3,College,Life Sciences,Very High,Very High,Single,6029,5,Better,2
1272,21,Yes,Sales,7,Below College,Marketing,Medium,Medium,Single,2679,1,Better,1
1273,38,No,Research & Development,6,College,Other,Very High,High,Married,3702,1,Better,5
1274,22,Yes,Research & Development,8,Below College,Medical,High,Low,Married,2398,1,Better,1
1275,31,No,Sales,29,Master,Marketing,Low,Very High,Married,5468,1,Better,12
1276,51,No,Research & Development,3,Bachelor,Technical Degree,Low,High,Married,13116,2,Better,2
1277,37,No,Sales,9,College,Marketing,Medium,Medium,Married,4189,1,Better,5
1278,46,No,Research & Development,2,Master,Medical,High,Very High,Divorced,19328,7,Better,2
1279,36,No,Research & Development,10,Bachelor,Life Sciences,Very High,Low,Married,8321,7,Better,12
1280,44,Yes,Research & Development,1,College,Medical,High,Medium,Divorced,2342,1,Good,5
1281,37,No,Human Resources,8,College,Other,High,Medium,Divorced,4071,2,Good,10
1282,35,Yes,Sales,27,Bachelor,Life Sciences,High,Very High,Single,5813,1,Better,10
1283,33,No,Research & Development,8,Master,Life Sciences,Very High,Low,Married,3143,6,Better,10
1284,28,No,Research & Development,1,Bachelor,Life Sciences,High,Very High,Married,2044,1,Best,5
1285,39,No,Research & Development,10,Below College,Medical,High,High,Single,13464,7,Better,4
1286,46,No,Sales,26,College,Life Sciences,Medium,Medium,Single,7991,8,Better,2
1287,40,No,Research & Development,2,College,Life Sciences,High,Low,Married,3377,4,Good,4
1288,42,No,Research & Development,13,Bachelor,Medical,Medium,Low,Married,5538,5,Good,0
1289,35,No,Research & Development,2,College,Medical,Medium,Very High,Divorced,5762,2,Better,7
1290,38,No,Human Resources,2,Bachelor,Human Resources,Low,Medium,Divorced,2592,5,Better,11
1291,34,Yes,Research & Development,9,Master,Life Sciences,Very High,Low,Married,5346,4,Good,7
1292,37,Yes,Research & Development,10,Master,Medical,Very High,Low,Single,4213,1,Bad,10
1293,39,No,Sales,20,Bachelor,Life Sciences,High,Very High,Divorced,4127,2,Better,2
1294,43,No,Research & Development,9,Bachelor,Life Sciences,Low,High,Single,2438,4,Good,3
1295,41,No,Research & Development,5,Bachelor,Life Sciences,Medium,Medium,Single,6870,3,Bad,3
1296,41,No,Sales,4,Below College,Marketing,High,High,Divorced,10447,0,Best,22
1297,30,No,Research & Development,10,Bachelor,Medical,Low,High,Single,9667,9,Better,7
1298,26,Yes,Human Resources,20,College,Medical,Very High,Medium,Married,2148,0,Better,5
1299,46,Yes,Research & Development,21,College,Medical,Very High,Medium,Married,8926,4,Best,9
1300,40,No,Research & Development,1,Bachelor,Life Sciences,High,Very High,Divorced,6513,4,Better,5
1301,34,No,Sales,8,College,Technical Degree,Medium,High,Married,6799,1,Better,10
1302,58,No,Sales,2,Bachelor,Medical,Medium,Medium,Divorced,16291,4,Good,16
1303,35,No,Research & Development,23,Master,Medical,Medium,High,Married,2705,0,Best,5
1304,47,No,Research & Development,4,Bachelor,Life Sciences,High,Medium,Divorced,10333,8,Better,22
1305,40,No,Research & Development,12,Bachelor,Life Sciences,Medium,Low,Divorced,4448,2,Better,7
1306,54,No,Research & Development,7,Master,Medical,Very High,Very High,Married,6854,4,Good,7
1307,31,No,Sales,7,Master,Marketing,Low,Low,Married,9637,2,Better,3
1308,28,No,Research & Development,1,Bachelor,Medical,High,Low,Married,3591,1,Better,3
1309,38,No,Sales,2,Master,Marketing,Medium,Very High,Married,5405,2,Good,4
1310,26,No,Sales,10,Bachelor,Medical,High,Very High,Single,4684,1,Better,5
1311,58,No,Research & Development,15,Master,Life Sciences,Low,High,Married,15787,2,Better,2
1312,18,No,Research & Development,14,Bachelor,Medical,Medium,High,Single,1514,1,Bad,0
1313,31,Yes,Human Resources,18,Doctor,Human Resources,Very High,Low,Married,2956,0,Better,1
1314,29,Yes,Human Resources,13,Bachelor,Human Resources,Low,Low,Divorced,2335,4,Better,2
1315,45,No,Sales,2,Master,Life Sciences,High,High,Married,5154,4,Best,8
1316,36,No,Research & Development,2,Master,Other,Very High,Medium,Married,6962,4,Better,1
1317,43,No,Sales,2,Master,Life Sciences,Low,Very High,Married,5675,1,Better,7
1318,27,No,Research & Development,5,College,Life Sciences,Very High,Very High,Single,2379,0,Good,5
1319,29,No,Research & Development,20,Below College,Medical,Very High,Very High,Married,3812,1,Best,11
1320,32,No,Sales,10,Master,Marketing,Very High,Very High,Single,4648,8,Best,0
1321,42,No,Research & Development,10,Master,Technical Degree,High,High,Married,2936,3,Good,6
1322,47,No,Research & Development,9,Master,Life Sciences,Medium,High,Single,2105,4,Better,2
1323,46,No,Research & Development,2,College,Life Sciences,Very High,Very High,Divorced,8578,3,Good,9
1324,28,No,Human Resources,1,College,Life Sciences,High,Very High,Divorced,2706,1,Better,3
1325,29,No,Research & Development,29,Below College,Life Sciences,Very High,High,Divorced,6384,8,Better,7
1326,42,No,Research & Development,8,Bachelor,Life Sciences,Very High,High,Single,3968,4,Better,0
1327,32,Yes,Sales,2,Master,Marketing,High,Medium,Single,9907,7,Good,2
1328,46,No,Sales,3,Bachelor,Technical Degree,Low,Low,Divorced,13225,2,Better,19
1329,27,No,Sales,23,Below College,Medical,Medium,High,Married,3540,1,Better,9
1330,29,No,Human Resources,6,Below College,Medical,Very High,Medium,Married,2804,1,Better,1
1331,43,No,Research & Development,6,Bachelor,Medical,Low,High,Married,19392,7,Better,16
1332,48,No,Research & Development,10,Bachelor,Life Sciences,Very High,Medium,Married,19665,4,Better,22
1333,29,Yes,Research & Development,24,College,Life Sciences,Very High,Very High,Single,2439,1,Good,1
1334,46,Yes,Sales,10,Bachelor,Life Sciences,High,Medium,Married,7314,5,Better,8
1335,27,No,Research & Development,15,Bachelor,Life Sciences,Very High,Low,Married,4774,0,Good,7
1336,39,No,Research & Development,19,Master,Other,Very High,Very High,Divorced,3902,8,Better,2
1337,55,No,Research & Development,2,Master,Technical Degree,Medium,Very High,Married,2662,8,Best,5
1338,28,No,Sales,3,Bachelor,Medical,Medium,Medium,Married,2856,1,Better,1
1339,30,Yes,Sales,9,Bachelor,Medical,Medium,Very High,Single,1081,1,Good,1
1340,22,Yes,Research & Development,7,Below College,Life Sciences,Very High,Medium,Single,2472,1,Better,1
1341,36,No,Sales,10,Master,Technical Degree,Medium,High,Married,5673,1,Better,10
1342,31,No,Research & Development,20,Bachelor,Life Sciences,Medium,High,Divorced,4197,1,Better,10
1343,34,No,Sales,4,Bachelor,Life Sciences,High,Very High,Married,9713,2,Better,5
1344,29,No,Research & Development,7,Bachelor,Life Sciences,Very High,Low,Single,2062,3,Better,3
1345,37,No,Research & Development,7,Master,Medical,Very High,Low,Married,4284,5,Better,5
1346,35,No,Research & Development,16,College,Other,Very High,Medium,Married,4788,0,Better,3
1347,45,No,Research & Development,25,College,Life Sciences,Medium,Very High,Married,5906,0,Good,9
1348,36,No,Human Resources,2,Below College,Human Resources,Medium,Very High,Single,3886,1,Good,10
1349,40,No,Research & Development,1,Master,Life Sciences,Low,Low,Divorced,16823,2,Better,19
1350,26,No,Research & Development,1,College,Life Sciences,Medium,High,Married,2933,1,Good,1
1351,27,No,Sales,2,College,Medical,Low,High,Single,6500,0,Good,8
1352,48,No,Research & Development,22,Bachelor,Medical,Very High,Very High,Divorced,17174,3,Better,22
1353,44,No,Research & Development,1,Master,Life Sciences,Medium,Low,Married,5033,2,Better,2
1354,34,Yes,Research & Development,16,Master,Technical Degree,Very High,Low,Married,2307,1,Better,5
1355,56,Yes,Research & Development,24,College,Life Sciences,Low,Very High,Single,2587,1,Better,4
1356,36,No,Sales,17,College,Marketing,High,Medium,Married,5507,2,Bad,4
1357,41,No,Sales,8,Bachelor,Marketing,High,Medium,Married,4393,5,Better,5
1358,42,No,Research & Development,6,Bachelor,Medical,High,Low,Married,13348,9,Best,13
1359,31,No,Sales,10,College,Medical,High,Very High,Divorced,6583,2,Better,5
1360,34,No,Sales,3,Below College,Medical,Very High,Very High,Married,8103,3,Good,4
1361,31,No,Research & Development,4,Bachelor,Medical,Low,High,Divorced,3978,8,Good,2
1362,26,No,Research & Development,6,Bachelor,Other,High,Very High,Married,2544,0,Better,7
1363,45,No,Research & Development,1,Master,Medical,Medium,High,Single,5399,4,Better,4
1364,33,No,Sales,10,Master,Marketing,Medium,High,Single,5487,1,Good,10
1365,28,No,Sales,1,College,Life Sciences,High,Very High,Married,6834,1,Better,7
1366,29,Yes,Sales,24,Bachelor,Technical Degree,High,Low,Single,1091,1,Better,1
1367,39,No,Sales,21,Master,Life Sciences,Low,High,Married,5736,6,Better,3
1368,27,No,Research & Development,2,Master,Technical Degree,Medium,Medium,Married,2226,1,Good,5
1369,34,No,Research & Development,22,Master,Other,High,Very High,Married,5747,1,Better,15
1370,28,Yes,Sales,13,College,Marketing,Very High,High,Single,9854,3,Better,2
1371,47,No,Research & Development,14,Master,Technical Degree,High,Medium,Married,5467,8,Best,8
1372,56,No,Sales,11,Doctor,Marketing,Very High,Low,Married,5380,4,Better,0
1373,39,No,Research & Development,9,College,Medical,Low,Low,Married,5151,1,Better,10
1374,38,No,Research & Development,8,Bachelor,Medical,Very High,Medium,Divorced,2133,1,Better,20
1375,58,No,Sales,21,Bachelor,Life Sciences,Very High,Very High,Married,17875,4,Good,1
1376,32,Yes,Research & Development,5,College,Life Sciences,Low,High,Single,2432,3,Better,4
1377,38,No,Research & Development,9,College,Life Sciences,Medium,Very High,Divorced,4771,2,Best,5
1378,49,No,Research & Development,2,Below College,Life Sciences,Medium,Very High,Married,19161,3,Better,5
1379,42,No,Sales,12,Master,Marketing,Medium,Very High,Divorced,5087,3,Better,0
1380,27,Yes,Human Resources,22,Bachelor,Human Resources,Low,Medium,Married,2863,1,Better,1
1381,35,No,Sales,18,Master,Medical,Medium,Low,Married,5561,0,Bad,5
1382,28,No,Research & Development,16,Bachelor,Medical,High,High,Single,2144,1,Good,5
1383,31,No,Research & Development,3,College,Medical,High,Low,Divorced,3065,1,Best,4
1384,36,No,Research & Development,9,Master,Life Sciences,Low,Medium,Married,2810,1,Better,5
1385,34,No,Sales,1,Bachelor,Marketing,Low,Very High,Single,9888,1,Good,14
1386,34,No,Sales,13,Master,Medical,Very High,High,Divorced,8628,1,Good,8
1387,26,No,Research & Development,1,Bachelor,Medical,High,Low,Single,2867,0,Good,7
1388,29,No,Research & Development,1,Bachelor,Life Sciences,Low,Low,Married,5373,0,Good,5
1389,32,No,Research & Development,15,Master,Medical,High,Very High,Divorced,6667,5,Better,5
1390,31,No,Research & Development,1,Bachelor,Life Sciences,Very High,Low,Married,5003,1,Better,10
1391,28,Yes,Research & Development,17,Bachelor,Technical Degree,High,Very High,Divorced,2367,5,Good,4
1392,38,No,Sales,1,Bachelor,Life Sciences,Low,Low,Single,2858,4,Good,1
1393,35,No,Sales,7,Master,Life Sciences,High,Very High,Married,5204,1,Better,10
1394,27,No,Sales,9,Bachelor,Marketing,Very High,Very High,Single,4105,1,Better,7
1395,32,No,Research & Development,5,Master,Life Sciences,Very High,Very High,Single,9679,8,Better,1
1396,31,Yes,Sales,26,Master,Marketing,Low,Very High,Married,5617,1,Better,10
1397,53,Yes,Sales,24,Master,Life Sciences,Low,Low,Single,10448,6,Good,2
1398,54,No,Research & Development,9,College,Life Sciences,Low,High,Married,2897,3,Good,4
1399,33,No,Research & Development,7,College,Life Sciences,Very High,High,Divorced,5968,1,Better,9
1400,43,No,Research & Development,11,Bachelor,Life Sciences,Low,High,Married,7510,1,Better,10
1401,38,No,Human Resources,1,Master,Other,Very High,Medium,Married,2991,0,Better,6
1402,55,No,Human Resources,26,Master,Human Resources,High,Medium,Married,19636,4,Better,10
1403,31,No,Research & Development,2,Below College,Medical,Very High,Very High,Divorced,1129,1,Better,1
1404,39,No,Sales,15,Master,Marketing,Medium,Low,Single,13341,0,Better,20
1405,42,No,Research & Development,23,College,Life Sciences,Very High,High,Single,4332,1,Better,20
1406,31,No,Research & Development,10,Bachelor,Medical,High,High,Married,11031,4,Best,11
1407,54,No,Research & Development,10,Bachelor,Medical,High,Low,Single,4440,6,Better,5
1408,24,No,Research & Development,1,College,Life Sciences,Medium,High,Single,4617,1,Good,4
1409,23,No,Research & Development,12,College,Other,Very High,Very High,Single,2647,1,Best,5
1410,40,No,Research & Development,11,Bachelor,Technical Degree,Very High,High,Married,6323,1,Best,10
1411,40,No,Sales,2,College,Marketing,Medium,Medium,Married,5677,3,Better,11
1412,25,No,Human Resources,2,Bachelor,Human Resources,High,Medium,Married,2187,4,Better,2
1413,30,No,Research & Development,1,College,Medical,Very High,Medium,Married,3748,1,Good,12
1414,25,No,Research & Development,2,Below College,Other,Very High,High,Divorced,3977,6,Good,2
1415,47,No,Research & Development,25,Bachelor,Medical,Low,High,Single,8633,2,Better,17
1416,33,No,Research & Development,1,College,Medical,Medium,High,Divorced,2008,1,Good,1
1417,38,No,Sales,1,Master,Life Sciences,Very High,Medium,Married,4440,0,Better,15
1418,31,No,Sales,2,College,Life Sciences,Low,High,Married,3067,0,Better,2
1419,38,No,Research & Development,6,Master,Life Sciences,Low,High,Married,5321,2,Better,8
1420,42,No,Research & Development,18,Master,Life Sciences,Very High,Low,Divorced,5410,6,Good,4
1421,41,No,Research & Development,1,Bachelor,Life Sciences,Very High,Very High,Married,2782,3,Better,5
1422,47,No,Research & Development,1,Below College,Medical,High,Medium,Married,11957,0,Bad,13
1423,35,No,Research & Development,11,Master,Medical,Very High,High,Married,2660,7,Better,2
1424,22,No,Research & Development,1,College,Life Sciences,Very High,High,Single,3375,0,Best,3
1425,35,No,Research & Development,9,Master,Medical,Medium,High,Single,5098,1,Better,10
1426,33,No,Research & Development,15,College,Medical,Medium,Very High,Married,4878,0,Better,9
1427,32,No,Research & Development,29,Master,Life Sciences,High,Medium,Single,2837,1,Better,6
1428,40,No,Research & Development,1,Master,Life Sciences,Low,Very High,Married,2406,8,Good,1
1429,32,No,Sales,1,Master,Medical,Medium,Medium,Married,2269,0,Better,2
1430,39,No,Research & Development,24,Below College,Life Sciences,Low,Very High,Single,4108,7,Better,7
1431,38,No,Research & Development,10,Bachelor,Medical,Medium,High,Married,13206,3,Better,18
1432,32,No,Sales,1,Master,Marketing,High,Very High,Married,10422,1,Better,14
1433,37,No,Research & Development,10,Bachelor,Life Sciences,High,Very High,Married,13744,1,Better,16
1434,25,No,Sales,8,College,Other,Low,High,Divorced,4907,0,Good,5
1435,52,No,Sales,29,Master,Life Sciences,Low,Very High,Divorced,3482,2,Good,9
1436,44,No,Research & Development,1,Bachelor,Medical,Medium,Very High,Single,2436,6,Better,4
1437,21,No,Sales,5,Below College,Medical,High,Low,Single,2380,1,Better,2
1438,39,No,Research & Development,9,Bachelor,Life Sciences,Very High,Very High,Single,19431,2,Good,6
1439,23,Yes,Sales,9,Bachelor,Marketing,Very High,Low,Married,1790,1,Good,1
1440,36,No,Sales,3,Bachelor,Medical,Low,Very High,Married,7644,0,Better,9
1441,36,No,Research & Development,4,College,Life Sciences,Very High,Medium,Divorced,5131,7,Better,4
1442,56,No,Research & Development,1,Master,Life Sciences,High,High,Divorced,6306,1,Good,13
1443,29,Yes,Research & Development,1,Master,Medical,Low,Very High,Married,4787,9,Best,2
1444,42,No,Research & Development,2,Bachelor,Life Sciences,Low,High,Married,18880,5,Good,22
1445,56,Yes,Research & Development,7,College,Technical Degree,Very High,High,Married,2339,8,Bad,10
1446,41,No,Research & Development,28,Master,Life Sciences,Low,Medium,Married,13570,0,Better,20
1447,34,No,Sales,28,Bachelor,Marketing,Very High,High,Married,6712,1,Better,8
1448,36,No,Sales,15,Master,Marketing,Very High,Very High,Divorced,5406,1,Good,15
1449,41,No,Sales,3,Bachelor,Life Sciences,High,Medium,Divorced,8938,2,Better,5
1450,32,No,Research & Development,2,Bachelor,Technical Degree,Very High,Low,Single,2439,1,Better,4
1451,35,No,Human Resources,26,Master,Life Sciences,High,Very High,Single,8837,1,Better,9
1452,38,No,Sales,10,College,Life Sciences,Low,Very High,Married,5343,1,Better,10
1453,50,Yes,Sales,1,Master,Life Sciences,Medium,High,Divorced,6728,7,Better,6
1454,36,No,Sales,11,Master,Marketing,Medium,Very High,Married,6652,4,Good,6
1455,45,No,Sales,20,Bachelor,Life Sciences,Very High,High,Single,4850,8,Better,5
1456,40,No,Research & Development,2,Master,Life Sciences,High,High,Single,2809,2,Better,2
1457,35,No,Research & Development,18,Master,Life Sciences,High,High,Married,5689,1,Best,10
1458,40,No,Research & Development,2,Master,Medical,High,High,Married,2001,2,Better,5
1459,35,No,Research & Development,1,Master,Life Sciences,High,Very High,Married,2977,1,Better,4
1460,29,No,Research & Development,13,College,Other,Very High,Medium,Married,4025,4,Better,4
1461,29,No,Research & Development,28,Master,Medical,Very High,Low,Single,3785,1,Bad,5
1462,50,Yes,Sales,28,Bachelor,Marketing,Very High,Low,Divorced,10854,4,Better,3
1463,39,No,Sales,24,Below College,Marketing,Medium,Very High,Married,12031,0,Good,20
1464,31,No,Research & Development,5,Bachelor,Medical,Medium,Low,Single,9936,0,Better,9
1465,26,No,Sales,5,Bachelor,Other,Very High,High,Single,2966,0,Better,4
1466,36,No,Research & Development,23,College,Medical,High,Very High,Married,2571,4,Better,5
1467,39,No,Research & Development,6,Below College,Medical,Very High,Low,Married,9991,4,Better,7
1468,27,No,Research & Development,4,Bachelor,Life Sciences,Medium,Medium,Married,6142,1,Better,6
1469,49,No,Sales,2,Bachelor,Medical,Very High,Medium,Married,5390,2,Good,9
1470,34,No,Research & Development,8,Bachelor,Medical,Medium,High,Married,4404,2,Best,4
